deploy_timestamp,service_name,service_criticality_tier,owning_team,author,commit_sha,deploy_hour,day_of_week,is_weekend,lines_changed,files_changed,incidents_last_30d,days_since_last_incident,oncall_engineers_available,is_oncall_senior,has_rollback_plan,test_coverage_delta,_team_maturity,_p_true,outcome
2026-02-08T21:12:00+00:00,checkout-web,2,storefront,eng01,b662307e95,21,6,1,40,6,1,95.0,2,0,1,-2.73,0.395,0.2576,0
2026-04-26T01:13:00+00:00,search-svc,2,discovery,eng04,64f144c846,1,6,1,313,9,1,23.0,2,0,1,0.11,0.796,0.6926,0
2026-05-31T03:56:00+00:00,payments-api,3,payments,eng26,406a6dd5da,3,6,1,58,3,3,,0,1,0,-0.9,0.405,0.8422,1
2026-03-17T05:07:00+00:00,analytics-etl,1,data,eng06,40b956ee25,5,1,0,481,5,2,125.0,3,0,0,0.07,0.597,0.5242,1
2026-06-19T02:50:00+00:00,auth-svc,3,identity,eng20,7d2c21e2d1,2,4,0,53,1,3,9.0,1,1,1,2.95,0.603,0.5564,1
2026-06-27T07:15:00+00:00,checkout-web,2,storefront,eng17,a007f06f46,7,5,1,167,4,1,4.0,3,0,1,7.82,0.519,0.4029,0
2026-06-13T19:16:00+00:00,inventory-svc,2,supply,eng17,cbb7f5b955,19,5,1,35,2,0,44.0,3,1,1,2.84,0.483,0.0492,0
2026-05-22T06:30:00+00:00,analytics-etl,1,data,eng22,177abd56a7,6,4,0,83,4,2,9.0,2,0,0,-3.45,0.455,0.5184,0
2026-05-20T18:43:00+00:00,payments-api,3,payments,eng39,536fe1ed38,18,2,0,179,2,1,146.0,3,0,1,-4.18,0.372,0.2785,1
2026-04-30T23:21:00+00:00,notifications,1,growth,eng26,6913e273ba,23,3,0,127,1,0,22.0,3,1,1,1.67,0.479,0.0418,0
2026-03-28T19:02:00+00:00,recommendations,1,discovery,eng19,db87d082ca,19,5,1,109,3,0,33.0,1,0,1,1.78,0.629,0.0362,0
2026-03-08T16:27:00+00:00,recommendations,1,discovery,eng17,3d2b314ada,16,6,1,52,5,0,66.0,1,1,1,1.24,0.643,0.0083,0
2026-06-07T22:03:00+00:00,billing-svc,2,payments,eng35,47e0d87457,22,6,1,128,3,0,9.0,2,1,0,1.4,0.148,0.6285,0
2026-02-05T00:35:00+00:00,notifications,1,growth,eng09,47842f65a9,0,3,0,62,3,1,68.0,1,1,1,1.68,0.318,0.1509,1
2026-06-02T03:08:00+00:00,checkout-web,2,storefront,eng25,1a9f338888,3,1,0,101,2,3,12.0,3,1,1,-2.01,0.485,0.4848,0
2026-04-15T23:26:00+00:00,auth-svc,3,identity,eng20,ad35e753f3,23,2,0,207,5,1,50.0,3,1,1,-6.32,0.644,0.4788,1
2026-03-18T21:34:00+00:00,auth-svc,3,identity,eng15,ea9e397058,21,2,0,70,2,3,,2,0,1,-3.18,0.661,0.429,1
2026-01-21T07:09:00+00:00,search-svc,2,discovery,eng37,7791b3eb38,7,2,0,31,2,1,99.0,3,1,1,1.22,0.614,0.0434,0
2026-06-24T04:22:00+00:00,recommendations,1,discovery,eng22,9ef615c953,4,2,0,36,1,0,33.0,1,0,0,1.98,0.576,0.2366,0
2026-04-13T02:40:00+00:00,billing-svc,2,payments,eng10,d6ca9131d2,2,0,0,17,3,1,7.0,2,1,0,-0.25,0.427,0.3601,0
2026-03-08T00:22:00+00:00,analytics-etl,1,data,eng07,8a1c7670d1,0,6,1,107,5,2,31.0,0,1,0,-0.61,0.591,0.186,1
2026-04-25T13:04:00+00:00,analytics-etl,1,data,eng01,b067b7e4d4,13,5,1,70,4,1,19.0,2,1,1,-0.85,0.653,0.0096,0
2026-06-27T19:22:00+00:00,inventory-svc,2,supply,eng36,5b80a5ee62,19,5,1,72,2,1,1.0,3,1,1,-4.12,0.616,0.1498,0
2026-01-26T05:38:00+00:00,search-svc,2,discovery,eng10,06b49efb0f,5,0,0,51,2,0,20.0,1,1,1,-6.31,0.635,0.368,0
2026-03-28T23:54:00+00:00,auth-svc,3,identity,eng29,42641607df,23,5,1,72,5,0,91.0,0,0,1,-3.15,0.683,0.6466,1
2026-03-05T06:31:00+00:00,analytics-etl,1,data,eng19,a732d2dd4c,6,3,0,105,4,0,14.0,1,1,0,1.33,0.671,0.1771,0
2026-04-09T20:35:00+00:00,search-svc,2,discovery,eng09,9043d5b756,20,3,0,13,2,0,110.0,3,0,1,-2.92,0.62,0.0623,0
2026-05-08T22:56:00+00:00,inventory-svc,2,supply,eng24,6da942596e,22,4,0,18,3,0,1.0,3,1,1,-3.97,0.501,0.1608,1
2026-01-31T08:32:00+00:00,notifications,1,growth,eng08,d2819d5775,8,5,1,164,1,1,214.0,3,0,1,-1.63,0.521,0.1389,1
2026-04-01T07:24:00+00:00,billing-svc,2,payments,eng30,4036d74990,7,2,0,262,2,3,71.0,3,1,0,-2.64,0.468,0.7345,1
2026-04-13T01:21:00+00:00,auth-svc,3,identity,eng36,3038c658bb,1,0,0,58,3,1,0.0,3,0,0,-1.25,0.521,0.9537,1
2026-02-18T08:45:00+00:00,checkout-web,2,storefront,eng01,14e4a3e0a1,8,2,0,112,4,1,5.0,4,0,1,,0.435,0.3967,1
2026-04-09T14:04:00+00:00,checkout-web,2,storefront,eng14,12e018ba90,14,3,0,26,2,2,8.0,3,0,1,-4.62,0.39,0.1195,1
2026-03-08T16:04:00+00:00,payments-api,3,payments,eng23,1319858e8b,16,6,1,53,1,1,11.0,2,1,0,8.0,0.157,0.6289,0
2026-06-17T01:54:00+00:00,checkout-web,2,storefront,eng23,b692e65d29,1,2,0,411,6,1,5.0,1,1,0,-0.41,0.349,0.8463,1
2026-01-07T01:23:00+00:00,auth-svc,3,identity,eng21,6bccb42092,1,2,0,130,5,2,28.0,3,1,0,-1.39,0.394,0.9202,1
2026-06-18T13:27:00+00:00,inventory-svc,2,supply,eng14,9f3ad38de6,13,3,0,51,4,1,,2,0,1,1.53,0.633,0.0723,1
2026-01-09T01:18:00+00:00,payments-api,3,payments,eng33,cb4e865a1e,1,4,0,675,14,1,20.0,2,1,1,-2.63,0.481,0.8551,1
2026-05-25T13:36:00+00:00,recommendations,1,discovery,eng24,1efcf1451c,13,0,0,119,5,1,6.0,4,1,0,1.87,0.871,0.0303,1
2026-01-25T11:41:00+00:00,analytics-etl,1,data,eng12,3be9be644e,11,6,1,24,1,0,69.0,1,1,1,0.94,0.377,0.0046,0
2026-05-16T22:44:00+00:00,billing-svc,2,payments,eng11,ddb50af7ac,22,5,1,35,4,1,70.0,0,0,1,-3.98,0.567,0.3117,0
2026-03-25T01:59:00+00:00,payments-api,3,payments,eng03,17e887555e,1,2,0,19,2,2,34.0,2,0,1,0.88,0.352,0.6236,1
2026-06-27T15:32:00+00:00,analytics-etl,1,data,eng03,ec017ab0f0,15,5,1,19,4,0,3.0,2,1,0,4.4,0.547,0.0069,0
2026-02-04T05:45:00+00:00,notifications,1,growth,eng03,ab9c5b2be6,5,2,0,11,1,1,11.0,3,0,1,-0.19,0.524,0.0841,0
2026-02-17T23:03:00+00:00,inventory-svc,2,supply,eng06,6cc355ce78,23,1,0,49,2,2,22.0,3,0,1,-3.22,0.583,0.3778,0
2026-04-15T22:00:00+00:00,payments-api,3,payments,eng11,590d74b32d,22,2,0,730,7,0,14.0,3,1,0,-0.03,0.259,0.6578,0
2026-03-16T09:04:00+00:00,payments-api,3,payments,eng29,c2a110ce81,9,0,0,65,3,0,57.0,2,0,1,-0.7,0.405,0.2455,0
2026-04-29T18:53:00+00:00,catalog-api,1,storefront,eng26,164409a335,18,2,0,136,5,0,35.0,3,0,0,-2.42,0.713,0.1119,0
2026-04-18T21:29:00+00:00,analytics-etl,1,data,eng27,42c1cd3617,21,5,1,69,1,0,78.0,3,1,0,-3.73,0.761,0.0759,0
2026-02-13T01:12:00+00:00,recommendations,1,discovery,eng38,03e46f54e5,1,4,0,49,1,0,119.0,2,0,1,-0.93,0.869,0.0821,0
2026-04-08T18:18:00+00:00,auth-svc,3,identity,eng24,55ce22d310,18,2,0,125,3,0,15.0,2,0,0,-2.96,0.431,0.6172,1
2026-04-23T07:31:00+00:00,notifications,1,growth,eng30,be3c7a243a,7,3,0,6,3,1,75.0,2,0,0,-0.9,0.285,0.1588,0
2026-03-01T21:10:00+00:00,catalog-api,1,storefront,eng37,60ee982e54,21,6,1,49,1,0,178.0,3,0,1,3.85,0.796,0.026,0
2026-01-30T23:19:00+00:00,billing-svc,2,payments,eng23,98170964a9,23,4,0,42,1,1,139.0,3,0,1,-1.5,0.788,0.228,0
2026-04-01T04:47:00+00:00,payments-api,3,payments,eng25,a98bfafe8d,4,2,0,160,2,2,31.0,2,0,1,0.77,0.147,0.7782,1
2026-03-27T22:25:00+00:00,billing-svc,2,payments,eng33,dc26b329f9,22,4,0,83,2,2,20.0,3,1,1,-1.65,0.59,0.1,0
2026-06-08T15:14:00+00:00,analytics-etl,1,data,eng05,087060590a,15,0,0,113,6,1,1.0,4,1,1,0.62,0.647,0.0403,0
2026-04-11T16:37:00+00:00,catalog-api,1,storefront,eng31,d253d67849,16,5,1,34,1,0,145.0,3,0,1,,0.657,0.008,0
2026-06-20T19:14:00+00:00,checkout-web,2,storefront,eng03,bd264ff282,19,5,1,85,1,2,24.0,3,1,1,-0.84,0.425,0.1396,0
2026-06-07T22:52:00+00:00,recommendations,1,discovery,eng21,2f37f8666e,22,6,1,45,1,0,65.0,2,1,0,1.35,0.626,0.0339,0
2026-02-24T04:38:00+00:00,payments-api,3,payments,eng18,0be3a750d3,4,1,0,213,5,3,19.0,3,1,1,-2.36,0.48,0.5864,1
2026-04-29T09:59:00+00:00,auth-svc,3,identity,eng38,f3ebf9899d,9,2,0,54,3,1,97.0,4,1,1,-2.05,0.53,0.2404,0
2026-01-01T21:42:00+00:00,checkout-web,2,storefront,eng32,7d6900b24d,21,3,0,90,1,2,50.0,3,1,0,3.33,0.515,0.1877,0
2026-04-25T07:53:00+00:00,recommendations,1,discovery,eng13,7919bfdc99,7,5,1,860,8,1,80.0,1,1,0,-1.36,0.598,0.6014,0
2026-05-14T03:09:00+00:00,search-svc,2,discovery,eng15,dd817d8f8f,3,3,0,81,7,1,2.0,1,1,1,-0.53,0.615,0.3383,1
2026-04-26T10:10:00+00:00,auth-svc,3,identity,eng09,1cd16970eb,10,6,1,17,1,1,,1,0,1,3.85,0.564,0.2794,0
2026-02-19T21:40:00+00:00,analytics-etl,1,data,eng31,a754f02463,21,3,0,94,3,0,173.0,4,0,1,-6.53,0.514,0.0912,0
2026-01-26T05:19:00+00:00,checkout-web,2,storefront,eng14,9abae65c93,5,0,0,33,4,1,42.0,3,1,0,,0.515,0.5325,0
2026-04-19T21:18:00+00:00,inventory-svc,2,supply,eng16,f2f1bf8063,21,6,1,40,2,3,19.0,2,0,1,0.02,0.509,0.3404,1
2026-04-21T04:07:00+00:00,notifications,1,growth,eng22,86e96cf480,4,1,0,77,2,1,44.0,1,0,1,2.82,0.357,0.1575,0
2026-06-13T17:09:00+00:00,notifications,1,growth,eng02,46eee33e88,17,5,1,121,3,1,,2,1,0,3.63,0.629,0.0621,0
2026-02-20T16:14:00+00:00,recommendations,1,discovery,eng26,ca91f4b1aa,16,4,0,27,2,0,104.0,4,1,0,,0.874,0.0158,0
2026-03-12T13:53:00+00:00,notifications,1,growth,eng11,a4b6aef1b0,13,3,0,152,4,1,71.0,2,1,1,,0.369,0.0207,0
2026-03-25T05:38:00+00:00,catalog-api,1,storefront,eng04,f218c49749,5,2,0,286,4,0,19.0,3,1,1,-3.57,0.639,0.1335,0
2026-06-24T06:12:00+00:00,search-svc,2,discovery,eng18,72094f735c,6,2,0,42,3,0,4.0,3,1,0,3.05,0.682,0.2051,0
2026-01-17T00:29:00+00:00,search-svc,2,discovery,eng25,f0b59ea9fc,0,5,1,182,4,3,48.0,0,1,1,8.0,0.603,0.5662,1
2026-05-17T12:53:00+00:00,checkout-web,2,storefront,eng01,8ad74a5f92,12,6,1,98,1,2,28.0,1,1,0,5.03,0.338,0.1273,0
2026-01-10T22:35:00+00:00,recommendations,1,discovery,eng32,be6298d291,22,5,1,8,2,0,6.0,1,0,0,5.99,0.657,0.0461,1
2026-01-17T17:33:00+00:00,payments-api,3,payments,eng08,824df75c57,17,5,1,130,2,1,16.0,1,1,0,-4.01,0.28,0.7258,1
2026-05-30T23:36:00+00:00,recommendations,1,discovery,eng37,c5ac4806fc,23,5,1,119,1,0,86.0,1,0,1,0.54,0.753,0.0498,0
2026-05-11T12:07:00+00:00,search-svc,2,discovery,eng21,d3cdccaac8,12,0,0,28,1,1,21.0,2,1,0,5.37,0.82,0.0352,0
2026-01-25T20:14:00+00:00,billing-svc,2,payments,eng30,fd0e9afca1,20,6,1,97,3,2,56.0,1,0,1,7.99,0.636,0.1151,0
2026-04-17T12:06:00+00:00,inventory-svc,2,supply,eng01,253148cd6b,12,4,0,11,4,2,,2,0,1,4.76,0.588,0.0442,0
2026-01-13T15:44:00+00:00,catalog-api,1,storefront,eng08,90f10fe08b,15,1,0,100,3,0,64.0,4,0,1,-0.3,0.946,0.0093,0
2026-02-25T08:41:00+00:00,recommendations,1,discovery,eng04,c71542d213,8,2,0,53,1,0,17.0,2,1,1,-1.96,0.765,0.0308,1
2026-04-30T00:25:00+00:00,recommendations,1,discovery,eng14,999c08c323,0,3,0,68,4,0,42.0,2,1,1,-1.69,0.568,0.0525,0
2026-05-10T06:26:00+00:00,payments-api,3,payments,eng39,ac61482efe,6,6,1,421,6,3,42.0,1,0,1,-5.82,0.315,0.9781,1
2026-06-06T22:46:00+00:00,inventory-svc,2,supply,eng04,608b47fa5e,22,5,1,54,3,0,80.0,2,1,0,4.3,0.504,0.2187,0
2026-02-12T00:29:00+00:00,billing-svc,2,payments,eng21,419521a931,0,3,0,243,5,2,13.0,2,1,1,3.51,0.472,0.274,0
2026-01-29T15:47:00+00:00,catalog-api,1,storefront,eng22,18ba54598c,15,3,0,33,4,0,5.0,2,1,1,3.59,0.736,0.0086,1
2026-02-10T14:25:00+00:00,checkout-web,2,storefront,eng20,c26b81654c,14,1,0,56,2,0,36.0,4,1,1,-2.64,0.434,0.0414,0
2026-06-11T11:14:00+00:00,checkout-web,2,storefront,eng19,0e8a0de05e,11,3,0,112,4,3,31.0,3,1,0,6.39,0.433,0.1074,0
2026-06-14T15:57:00+00:00,catalog-api,1,storefront,eng32,4d3dd6d1f5,15,6,1,43,4,1,58.0,1,0,1,-2.51,0.699,0.0172,0
2026-03-29T10:36:00+00:00,auth-svc,3,identity,eng32,0e46c0b977,10,6,1,112,6,2,87.0,2,0,1,-0.29,0.55,0.5978,1
2026-05-19T11:43:00+00:00,inventory-svc,2,supply,eng09,ea46c45275,11,1,0,266,5,1,30.0,4,0,1,4.28,0.452,0.06,0
2026-04-13T06:05:00+00:00,notifications,1,growth,eng36,a5801059f0,6,0,0,77,1,0,131.0,2,0,1,-4.25,0.633,0.133,0
2026-05-10T15:22:00+00:00,recommendations,1,discovery,eng03,24d9d406d4,15,6,1,71,3,1,94.0,3,0,1,6.12,0.95,0.0095,0
2026-03-29T18:56:00+00:00,catalog-api,1,storefront,eng37,6e2cc6ac0c,18,6,1,319,8,0,15.0,3,1,0,2.58,0.69,0.0611,0
2026-02-09T22:51:00+00:00,auth-svc,3,identity,eng18,cf8d2d0f90,22,0,0,123,1,0,2.0,1,0,1,,0.637,0.3484,0
2026-02-28T22:29:00+00:00,inventory-svc,2,supply,eng18,7280e0c55a,22,5,1,169,7,3,83.0,0,1,1,2.16,0.489,0.3455,0
2026-03-02T21:09:00+00:00,analytics-etl,1,data,eng36,7b7224e9e4,21,0,0,42,2,0,23.0,2,0,0,4.83,0.58,0.0979,0
2026-06-16T10:20:00+00:00,auth-svc,3,identity,eng04,c6cd9f9895,10,1,0,29,1,1,3.0,2,1,1,-0.31,0.398,0.2899,1
2026-06-04T14:46:00+00:00,notifications,1,growth,eng35,0df704287f,14,3,0,61,3,1,7.0,2,0,1,1.02,0.289,0.0471,0
2026-04-14T12:33:00+00:00,analytics-etl,1,data,eng33,f8785661a6,12,1,0,17,1,0,9.0,3,1,1,,0.706,0.007,0
2026-03-12T07:59:00+00:00,analytics-etl,1,data,eng14,71e1df97c0,7,3,0,77,3,1,31.0,2,0,1,-0.17,0.527,0.175,1
2026-02-26T20:41:00+00:00,analytics-etl,1,data,eng05,4b5358d348,20,3,0,19,2,1,125.0,2,1,1,0.08,0.717,0.0224,0
2026-06-24T03:16:00+00:00,inventory-svc,2,supply,eng27,23cc1d85a1,3,2,0,374,5,1,17.0,1,0,0,-1.32,0.399,0.9558,1
2026-02-28T07:50:00+00:00,recommendations,1,discovery,eng16,01647fbe42,7,5,1,21,6,0,44.0,1,0,1,-1.56,0.809,0.0624,0
2026-06-17T02:22:00+00:00,inventory-svc,2,supply,eng28,7b117294da,2,2,0,213,4,2,25.0,1,0,1,3.45,0.464,0.7158,1
2026-06-16T16:31:00+00:00,recommendations,1,discovery,eng03,94919bbd14,16,1,0,121,1,1,15.0,4,1,1,-1.0,0.506,0.0231,0
2026-01-15T09:40:00+00:00,payments-api,3,payments,eng23,db9c31cf3d,9,3,0,34,3,3,,2,0,0,-0.46,0.388,0.6887,0
2026-03-22T17:12:00+00:00,notifications,1,growth,eng03,a13f69b077,17,6,1,719,3,0,105.0,3,1,1,-1.51,0.464,0.0308,0
2026-03-08T14:43:00+00:00,search-svc,2,discovery,eng02,055581b6ad,14,6,1,19,3,0,95.0,3,0,1,-3.65,0.799,0.0228,0
2026-01-12T21:34:00+00:00,analytics-etl,1,data,eng27,5b23f50d08,21,0,0,150,1,1,1.0,3,1,0,-3.43,0.646,0.3106,0
2026-05-13T13:37:00+00:00,payments-api,3,payments,eng21,f01191640e,13,2,0,6,1,0,3.0,4,0,0,1.5,0.318,0.2488,0
2026-03-07T20:58:00+00:00,checkout-web,2,storefront,eng20,6f9228b8db,20,5,1,28,1,0,40.0,1,1,0,0.5,0.466,0.0768,0
2026-05-31T06:26:00+00:00,catalog-api,1,storefront,eng11,aed3efdfce,6,6,1,165,1,0,112.0,2,0,1,2.82,0.895,0.0241,0
2026-01-09T19:45:00+00:00,checkout-web,2,storefront,eng05,722d77e7ca,19,4,0,42,3,1,16.0,2,0,1,-0.62,0.327,0.1144,0
2026-03-21T09:21:00+00:00,catalog-api,1,storefront,eng31,ba065eda74,9,5,1,11,1,1,97.0,2,1,1,-1.72,0.537,0.0224,0
2026-03-21T20:59:00+00:00,notifications,1,growth,eng27,1a280e1736,20,5,1,34,2,1,19.0,3,0,1,-0.11,0.499,0.0679,1
2026-03-06T20:19:00+00:00,inventory-svc,2,supply,eng25,0d693760c1,20,4,0,47,2,0,44.0,4,1,1,-1.53,0.41,0.0681,0
2026-06-03T11:59:00+00:00,checkout-web,2,storefront,eng38,9f1abc2150,11,2,0,22,2,2,,4,0,0,0.54,0.446,0.2516,1
2026-06-25T00:45:00+00:00,catalog-api,1,storefront,eng06,8378ba8bfe,0,3,0,79,5,0,34.0,2,1,0,-1.17,0.693,0.1332,0
2026-06-01T04:28:00+00:00,recommendations,1,discovery,eng19,3e4bc72f30,4,0,0,48,4,0,31.0,1,1,1,-1.58,0.643,0.0978,0
2026-05-01T05:27:00+00:00,catalog-api,1,storefront,eng32,740551f85b,5,4,0,19,1,1,46.0,3,1,1,2.36,0.942,0.0134,0
2026-05-26T12:47:00+00:00,recommendations,1,discovery,eng27,0e5af27fb4,12,1,0,31,3,1,111.0,2,1,0,0.73,0.718,0.0452,0
2026-05-06T22:50:00+00:00,analytics-etl,1,data,eng35,6c1aecbdea,22,2,0,57,4,3,2.0,2,0,1,-5.86,0.264,0.5443,1
2026-02-04T12:40:00+00:00,auth-svc,3,identity,eng25,f227f3a7a7,12,2,0,29,1,3,35.0,2,1,1,-4.0,0.772,0.0569,0
2026-05-24T14:02:00+00:00,billing-svc,2,payments,eng32,e4e96fb8ac,14,6,1,37,3,0,1.0,2,1,0,-3.43,0.448,0.3407,0
2026-03-09T10:22:00+00:00,payments-api,3,payments,eng32,45e85748c8,10,0,0,24,2,1,23.0,3,0,0,3.75,0.19,0.3658,0
2026-05-13T10:03:00+00:00,billing-svc,2,payments,eng19,378fe71baa,10,2,0,55,2,2,18.0,2,1,0,4.22,0.502,0.1128,0
2026-03-14T08:59:00+00:00,checkout-web,2,storefront,eng05,95042fdfc3,8,5,1,109,1,1,7.0,3,0,0,3.98,0.557,0.5467,1
2026-04-16T06:13:00+00:00,billing-svc,2,payments,eng21,c908ae387b,6,3,0,25,5,3,8.0,1,0,1,2.37,0.441,0.2556,0
2026-03-13T15:57:00+00:00,billing-svc,2,payments,eng14,af90e3a2d3,15,4,0,11,3,1,29.0,2,1,0,-4.34,0.523,0.1199,0
2026-04-08T08:34:00+00:00,payments-api,3,payments,eng05,330017dedb,8,2,0,62,4,0,11.0,3,1,1,1.48,0.417,0.2156,0
2026-01-01T19:45:00+00:00,search-svc,2,discovery,eng40,ee9bbc71a8,19,3,0,9,2,2,39.0,2,1,1,2.33,0.679,0.0165,0
2026-01-14T11:55:00+00:00,billing-svc,2,payments,eng01,c5a34a0677,11,2,0,30,1,0,24.0,3,0,1,3.93,0.668,0.0335,0
2026-02-04T04:08:00+00:00,analytics-etl,1,data,eng25,0590525a7c,4,2,0,70,4,3,242.0,2,0,1,-0.11,0.52,0.2085,0
2026-04-15T18:03:00+00:00,auth-svc,3,identity,eng28,bbb4694fbc,18,2,0,46,3,2,25.0,2,0,0,2.59,0.473,0.3802,0
2026-06-05T00:42:00+00:00,auth-svc,3,identity,eng18,e1d95e5ca3,0,4,0,14,2,1,8.0,1,0,1,3.19,0.693,0.2755,1
2026-01-16T00:05:00+00:00,checkout-web,2,storefront,eng05,8739685ce9,0,4,0,81,4,3,35.0,3,0,1,3.67,0.305,0.554,0
2026-04-04T00:00:00+00:00,notifications,1,growth,eng35,0c83b0c4b1,0,5,1,24,1,1,26.0,2,1,1,2.25,0.42,0.1229,0
2026-03-06T05:50:00+00:00,recommendations,1,discovery,eng37,f4e770f819,5,4,0,51,1,0,16.0,2,1,1,4.12,0.665,0.0474,0
2026-04-19T22:09:00+00:00,notifications,1,growth,eng28,d08521613b,22,6,1,183,6,1,5.0,0,1,1,-5.01,0.715,0.2263,1
2026-04-29T06:04:00+00:00,recommendations,1,discovery,eng20,5431d53887,6,2,0,19,1,1,90.0,2,1,0,-5.91,0.628,0.2465,0
2026-06-29T10:03:00+00:00,recommendations,1,discovery,eng11,43e3f6265b,10,0,0,74,1,0,8.0,2,0,1,2.64,0.7,0.0164,0
2026-02-08T00:01:00+00:00,inventory-svc,2,supply,eng16,e473e953b0,0,6,1,81,4,4,35.0,2,1,1,-5.62,0.607,0.5667,0
2026-06-04T07:33:00+00:00,inventory-svc,2,supply,eng06,f62a4f4c85,7,3,0,102,2,0,6.0,2,0,0,4.79,0.477,0.5645,0
2026-01-12T00:21:00+00:00,analytics-etl,1,data,eng33,6b015e98d8,0,0,0,231,4,0,94.0,1,0,0,2.42,0.472,0.5618,0
2026-06-28T05:06:00+00:00,payments-api,3,payments,eng07,46406ae9d9,5,6,1,17,1,4,3.0,1,1,0,3.21,0.438,0.9635,1
2026-01-03T23:53:00+00:00,checkout-web,2,storefront,eng16,b4b97971a5,23,5,1,131,5,1,37.0,0,0,1,-2.22,0.372,0.5704,0
2026-05-26T14:41:00+00:00,search-svc,2,discovery,eng20,54055c2f2c,14,1,0,138,1,3,46.0,2,1,1,-1.35,0.401,0.1751,1
2026-04-22T16:05:00+00:00,search-svc,2,discovery,eng12,767350a02f,16,2,0,165,3,0,33.0,3,0,0,-1.02,0.634,0.0695,0
2026-05-29T00:36:00+00:00,notifications,1,growth,eng19,11c1a71853,0,4,0,13,4,0,58.0,1,0,1,-3.0,0.672,0.0263,0
2026-02-17T16:20:00+00:00,notifications,1,growth,eng33,d189d200b1,16,1,0,437,7,1,113.0,3,0,1,0.26,0.529,0.0587,0
2026-06-21T02:53:00+00:00,notifications,1,growth,eng19,7d1a2cc661,2,6,1,31,1,0,67.0,1,0,1,-0.31,0.654,0.0947,0
2026-03-22T10:14:00+00:00,payments-api,3,payments,eng27,03f2df07d4,10,6,1,302,4,2,41.0,2,0,1,-0.6,0.249,0.7362,1
2026-01-16T14:51:00+00:00,analytics-etl,1,data,eng04,438997d4f3,14,4,0,66,3,1,34.0,4,0,1,-0.77,0.488,0.0336,0
2026-05-29T08:19:00+00:00,analytics-etl,1,data,eng10,a98d8ae912,8,4,0,52,1,0,38.0,3,0,1,-0.99,0.702,0.0644,1
2026-05-31T14:12:00+00:00,notifications,1,growth,eng09,f97f491456,14,6,1,11,2,1,9.0,3,0,1,3.04,0.346,0.0089,0
2026-03-10T18:33:00+00:00,search-svc,2,discovery,eng31,70b68d2aea,18,1,0,53,1,0,69.0,2,0,1,-4.45,0.526,0.0933,0
2026-04-05T16:46:00+00:00,auth-svc,3,identity,eng39,a514275438,16,6,1,125,2,2,6.0,1,0,1,1.01,0.381,0.6311,0
2026-06-16T21:02:00+00:00,inventory-svc,2,supply,eng12,eec4eb1b35,21,1,0,56,3,0,46.0,4,0,1,1.08,0.494,0.1136,0
2026-02-04T23:11:00+00:00,recommendations,1,discovery,eng03,59c3d848fe,23,2,0,69,3,1,68.0,2,1,1,-2.31,0.629,0.0972,0
2026-02-05T23:19:00+00:00,recommendations,1,discovery,eng12,9e4aa8abc4,23,3,0,93,3,0,15.0,2,0,0,0.47,0.691,0.2719,0
2026-05-25T10:07:00+00:00,recommendations,1,discovery,eng29,6fe57c4298,10,0,0,55,3,1,104.0,4,1,0,0.98,0.828,0.0502,0
2026-03-01T15:00:00+00:00,search-svc,2,discovery,eng04,7555a77660,15,6,1,61,3,0,11.0,3,1,1,1.0,0.739,0.0374,0
2026-01-25T01:06:00+00:00,notifications,1,growth,eng26,07b986d771,1,6,1,13,2,1,10.0,2,1,1,1.13,0.29,0.079,0
2026-01-14T03:41:00+00:00,notifications,1,growth,eng21,23e9f9b331,3,2,0,267,3,2,4.0,1,0,1,5.13,0.453,0.6364,1
2026-04-07T06:03:00+00:00,inventory-svc,2,supply,eng33,050c9716b8,6,1,0,104,4,0,5.0,1,1,1,0.43,0.428,0.1885,1
2026-06-06T07:41:00+00:00,checkout-web,2,storefront,eng07,ec75526875,7,5,1,190,2,3,25.0,3,1,1,0.22,0.55,0.2717,0
2026-03-10T05:25:00+00:00,payments-api,3,payments,eng21,3d46fd99aa,5,1,0,108,3,4,41.0,3,0,0,,0.394,0.9363,1
2026-02-04T22:04:00+00:00,payments-api,3,payments,eng32,708211a9a0,22,2,0,367,7,3,1.0,3,1,1,-1.35,0.252,0.6983,1
2026-02-03T21:15:00+00:00,search-svc,2,discovery,eng39,270fca064c,21,1,0,15,4,1,172.0,3,0,1,0.29,0.683,0.0421,0
2026-02-15T15:41:00+00:00,catalog-api,1,storefront,eng05,8d51916a9b,15,6,1,398,5,0,24.0,3,1,1,2.13,0.641,0.0132,0
2026-04-25T20:40:00+00:00,notifications,1,growth,eng14,8c77c66364,20,5,1,142,3,1,0.0,3,0,1,-0.59,0.537,0.059,0
2026-05-08T21:48:00+00:00,analytics-etl,1,data,eng15,bbc862cb2b,21,4,0,71,1,0,,3,0,1,-3.21,0.593,0.055,0
2026-06-28T16:33:00+00:00,search-svc,2,discovery,eng21,29485d4ab2,16,6,1,57,4,0,57.0,3,1,0,-0.84,0.617,0.0712,0
2026-05-22T06:49:00+00:00,recommendations,1,discovery,eng35,df7467302e,6,4,0,72,2,3,19.0,2,0,1,-1.38,0.611,0.3688,0
2026-02-09T18:28:00+00:00,search-svc,2,discovery,eng22,7fbdb5f07c,18,0,0,39,5,2,5.0,4,1,0,-1.82,0.728,0.2034,0
